PetID,PetType,Breed,Color,Size,Gender,pet_details,pet_characteristics
1827,Cat,Domestic Shorthair,black,Small,Female,"adaptable, playful, independent, curious, friendly, smart, loves to explore small spaces","lean body, short coat, whiskers, flexible build"
1828,Cat,Domestic Shorthair,white,Small,Female,"adaptable, playful, independent, curious, friendly, smart, is a bit mischievous","lean body, short coat, whiskers, flexible build"
1829,Cat,Domestic Shorthair,white,Large,Male,"adaptable, playful, independent, curious, friendly, smart, loves to explore small spaces, is playful at dawn and dusk","lean body, short coat, whiskers, flexible build"
1830,Cat,Domestic Shorthair,grey,Small,Male,"adaptable, playful, independent, curious, friendly, smart, is playful at dawn and dusk","lean body, short coat, whiskers, flexible build"
1831,Cat,Domestic Shorthair,grey,Medium,Male,"adaptable, playful, independent, curious, friendly, smart, enjoys being petted, loves to explore small spaces","lean body, short coat, whiskers, flexible build"
1832,Cat,Domestic Shorthair,grey,Medium,Female,"adaptable, playful, independent, curious, friendly, smart, is very vocal with purrs, loves to perch on high places","lean body, short coat, whiskers, flexible build"
1833,Cat,Domestic Shorthair,black,Large,Female,"adaptable, playful, independent, curious, friendly, smart, is a bit mischievous","lean body, short coat, whiskers, flexible build"
1834,Cat,Domestic Shorthair,black,Medium,Female,"adaptable, playful, independent, curious, friendly, smart, is a quiet companion, loves to explore small spaces","lean body, short coat, whiskers, flexible build"
1835,Cat,Domestic Shorthair,black,Medium,Female,"adaptable, playful, independent, curious, friendly, smart, enjoys napping in sunbeams","lean body, short coat, whiskers, flexible build"
1836,Cat,Domestic Shorthair,white,Medium,Female,"adaptable, playful, independent, curious, friendly, smart, loves to explore small spaces, is a bit mischievous","lean body, short coat, whiskers, flexible build"
1837,Cat,Domestic Shorthair,black,Large,Female,"adaptable, playful, independent, curious, friendly, smart, is a quiet companion","lean body, short coat, whiskers, flexible build"
1838,Cat,Domestic Shorthair,black,Large,Male,"adaptable, playful, independent, curious, friendly, smart, is very vocal with purrs, enjoys being petted","lean body, short coat, whiskers, flexible build"
1839,Cat,Domestic Shorthair,white,Medium,Female,"adaptable, playful, independent, curious, friendly, smart, is a quiet companion, has striking eyes","lean body, short coat, whiskers, flexible build"
1840,Cat,Domestic Shorthair,white,Large,Male,"adaptable, playful, independent, curious, friendly, smart, loves to perch on high places","lean body, short coat, whiskers, flexible build"
1841,Cat,Domestic Shorthair,black,Medium,Male,"adaptable, playful, independent, curious, friendly, smart, is a great mouser, enjoys being petted","lean body, short coat, whiskers, flexible build"
1842,Cat,Domestic Shorthair,white,Medium,Female,"adaptable, playful, independent, curious, friendly, smart, is a quiet companion","lean body, short coat, whiskers, flexible build"
1843,Cat,Domestic Shorthair,white,Small,Male,"adaptable, playful, independent, curious, friendly, smart, is a bit mischievous","lean body, short coat, whiskers, flexible build"
1844,Cat,Domestic Shorthair,white,Small,Male,"adaptable, playful, independent, curious, friendly, smart, is a quiet companion","lean body, short coat, whiskers, flexible build"
1845,Cat,Domestic Shorthair,grey,Small,Female,"adaptable, playful, independent, curious, friendly, smart, loves to explore small spaces, is a bit mischievous","lean body, short coat, whiskers, flexible build"
1846,Cat,Domestic Shorthair,white,Large,Female,"adaptable, playful, independent, curious, friendly, smart, is a bit mischievous, has soft fur","lean body, short coat, whiskers, flexible build"
1847,Cat,Domestic Shorthair,white,Large,Female,"adaptable, playful, independent, curious, friendly, smart, enjoys being petted","lean body, short coat, whiskers, flexible build"
1848,Cat,Domestic Shorthair,grey,Large,Female,"adaptable, playful, independent, curious, friendly, smart, loves to perch on high places, is very independent","lean body, short coat, whiskers, flexible build"
1849,Cat,Domestic Shorthair,grey,Small,Male,"adaptable, playful, independent, curious, friendly, smart, enjoys napping in sunbeams, is a bit mischievous","lean body, short coat, whiskers, flexible build"
1850,Cat,Domestic Shorthair,black,Large,Male,"adaptable, playful, independent, curious, friendly, smart, has striking eyes, is a quiet companion","lean body, short coat, whiskers, flexible build"
1851,Cat,Domestic Shorthair,white,Small,Male,"adaptable, playful, independent, curious, friendly, smart, enjoys being petted","lean body, short coat, whiskers, flexible build"
1852,Cat,Domestic Shorthair,black,Large,Male,"adaptable, playful, independent, curious, friendly, smart, is very vocal with purrs","lean body, short coat, whiskers, flexible build"
1853,Cat,Domestic Shorthair,grey,Medium,Male,"adaptable, playful, independent, curious, friendly, smart, enjoys being petted","lean body, short coat, whiskers, flexible build"
1854,Cat,Domestic Shorthair,grey,Large,Female,"adaptable, playful, independent, curious, friendly, smart, is very vocal with purrs, is a bit mischievous","lean body, short coat, whiskers, flexible build"
1855,Cat,Domestic Shorthair,grey,Large,Male,"adaptable, playful, independent, curious, friendly, smart, enjoys grooming sessions, has striking eyes","lean body, short coat, whiskers, flexible build"
1856,Cat,Domestic Shorthair,black,Large,Male,"adaptable, playful, independent, curious, friendly, smart, is a great mouser, enjoys napping in sunbeams","lean body, short coat, whiskers, flexible build"
1857,Cat,Domestic Shorthair,black,Small,Male,"adaptable, playful, independent, curious, friendly, smart, is a quiet companion","lean body, short coat, whiskers, flexible build"
1858,Cat,Domestic Shorthair,black,Small,Female,"adaptable, playful, independent, curious, friendly, smart, enjoys napping in sunbeams","lean body, short coat, whiskers, flexible build"
1859,Cat,Domestic Shorthair,black,Large,Female,"adaptable, playful, independent, curious, friendly, smart, is a quiet companion, loves to explore small spaces","lean body, short coat, whiskers, flexible build"
1860,Cat,Domestic Shorthair,black,Medium,Female,"adaptable, playful, independent, curious, friendly, smart, loves to explore small spaces","lean body, short coat, whiskers, flexible build"
1861,Cat,Domestic Shorthair,grey,Medium,Male,"adaptable, playful, independent, curious, friendly, smart, enjoys napping in sunbeams","lean body, short coat, whiskers, flexible build"
1862,Cat,Domestic Shorthair,grey,Large,Male,"adaptable, playful, independent, curious, friendly, smart, loves to play with string, has soft fur","lean body, short coat, whiskers, flexible build"
1863,Cat,Domestic Shorthair,grey,Large,Male,"adaptable, playful, independent, curious, friendly, smart, loves to play with string","lean body, short coat, whiskers, flexible build"
1864,Cat,Domestic Shorthair,white,Medium,Female,"adaptable, playful, independent, curious, friendly, smart, enjoys being petted","lean body, short coat, whiskers, flexible build"
1865,Cat,Domestic Shorthair,white,Small,Female,"adaptable, playful, independent, curious, friendly, smart, enjoys napping in sunbeams","lean body, short coat, whiskers, flexible build"
1866,Cat,Domestic Shorthair,black,Small,Female,"adaptable, playful, independent, curious, friendly, smart, has soft fur, enjoys napping in sunbeams","lean body, short coat, whiskers, flexible build"
1867,Cat,Domestic Shorthair,grey,Small,Female,"adaptable, playful, independent, curious, friendly, smart, is a bit mischievous, is very independent","lean body, short coat, whiskers, flexible build"
1868,Cat,Domestic Shorthair,white,Small,Female,"adaptable, playful, independent, curious, friendly, smart, enjoys grooming sessions, is a bit mischievous","lean body, short coat, whiskers, flexible build"
1869,Cat,Domestic Shorthair,grey,Large,Female,"adaptable, playful, independent, curious, friendly, smart, enjoys being petted, has striking eyes","lean body, short coat, whiskers, flexible build"
1870,Cat,Domestic Shorthair,black,Large,Female,"adaptable, playful, independent, curious, friendly, smart, has striking eyes","lean body, short coat, whiskers, flexible build"
1871,Cat,Domestic Shorthair,white,Medium,Female,"adaptable, playful, independent, curious, friendly, smart, loves to play with string, is a great mouser","lean body, short coat, whiskers, flexible build"
1872,Cat,Domestic Shorthair,grey,Large,Female,"adaptable, playful, independent, curious, friendly, smart, loves to play with string, has soft fur","lean body, short coat, whiskers, flexible build"
1873,Cat,Domestic Shorthair,grey,Medium,Male,"adaptable, playful, independent, curious, friendly, smart, has soft fur, is a great mouser","lean body, short coat, whiskers, flexible build"
1874,Cat,Domestic Shorthair,white,Small,Male,"adaptable, playful, independent, curious, friendly, smart, is a great mouser","lean body, short coat, whiskers, flexible build"
1875,Cat,Domestic Shorthair,white,Small,Female,"adaptable, playful, independent, curious, friendly, smart, is a quiet companion, enjoys grooming sessions","lean body, short coat, whiskers, flexible build"
1876,Cat,Domestic Shorthair,white,Large,Male,"adaptable, playful, independent, curious, friendly, smart, loves to play with string","lean body, short coat, whiskers, flexible build"
1877,Cat,Domestic Shorthair,white,Medium,Male,"adaptable, playful, independent, curious, friendly, smart, is a quiet companion, has soft fur","lean body, short coat, whiskers, flexible build"
1878,Cat,Domestic Shorthair,white,Large,Female,"adaptable, playful, independent, curious, friendly, smart, is playful at dawn and dusk, has soft fur","lean body, short coat, whiskers, flexible build"
1879,Cat,Domestic Shorthair,black,Large,Female,"adaptable, playful, independent, curious, friendly, smart, has striking eyes, loves to explore small spaces","lean body, short coat, whiskers, flexible build"
1880,Cat,Domestic Shorthair,black,Medium,Male,"adaptable, playful, independent, curious, friendly, smart, loves to play with string, loves to explore small spaces","lean body, short coat, whiskers, flexible build"
1881,Cat,Domestic Shorthair,grey,Medium,Female,"adaptable, playful, independent, curious, friendly, smart, has soft fur, is a bit mischievous","lean body, short coat, whiskers, flexible build"
1882,Cat,Domestic Shorthair,white,Medium,Female,"adaptable, playful, independent, curious, friendly, smart, loves to perch on high places, enjoys napping in sunbeams","lean body, short coat, whiskers, flexible build"
1883,Cat,Domestic Shorthair,black,Large,Male,"adaptable, playful, independent, curious, friendly, smart, is very independent, is a great mouser","lean body, short coat, whiskers, flexible build"
1884,Cat,Domestic Shorthair,grey,Large,Male,"adaptable, playful, independent, curious, friendly, smart, enjoys napping in sunbeams","lean body, short coat, whiskers, flexible build"
1885,Cat,Domestic Shorthair,black,Large,Female,"adaptable, playful, independent, curious, friendly, smart, loves to perch on high places, enjoys napping in sunbeams","lean body, short coat, whiskers, flexible build"
1886,Cat,Domestic Shorthair,white,Small,Female,"adaptable, playful, independent, curious, friendly, smart, is playful at dawn and dusk, loves to perch on high places","lean body, short coat, whiskers, flexible build"
1887,Cat,Domestic Shorthair,black,Medium,Female,"adaptable, playful, independent, curious, friendly, smart, has soft fur, loves to perch on high places","lean body, short coat, whiskers, flexible build"
